,grounding,generated_text,label
5460,"Cowboys & Aliens is a 2011 American science fiction Western film directed by Jon Favreau and starring Daniel Craig, Harrison Ford, and Olivia Wilde.","You're welcome.  its always interesting to hear about aliens from different perspectives.  it makes me think of the movie ""cowboys & aliens"" starring daniel craig-like and olivia wilde",1
5461,"Cowboys & Aliens is a 2011 American science fiction Western film directed by Jon Favreau and starring Daniel Craig, Harrison Ford, and Olivia Wilde.",anytime. one alien based movie was cowboys and aliens. i was surprised as i am a real cowboys fan,1
5462,"According to surveys in Europe and the United States, pink is the color most often associated with charm, politeness, sensitivity, tenderness, sweetness, childhood, femininity and the romantic.","Yes, colors always affect emotions. They did surveys in the United States that say brown is the color most often associated with charm, politeness, and sensitivity.",0
5463,"According to some theories, emotions are universal phenomena, albeit affected by culture.","Pink is very popular in Canada because they're very polite, while most Americans prefer blue.",0
5464,Ferrari N.V. () is an Italian sports car manufacturer based in Maranello.,"Yes it was, based in Maranello.",1
5465,Ferrari N.V. () is an Italian sports car manufacturer based in Maranello.,"Yes, they're headquartered in the italian city of flint - i've always wanted to visit there!  i'm surprised that ferraris have lasted this long, considering they've only been produced since 1953!",0
5466,"From largest to smallest, the three waterfalls are the Horseshoe Falls, the American Falls and the Bridal Veil Falls. The park, recognized as the oldest state park in the United States, contains the American Falls, the Bridal Veil Falls, and a portion of the Canadian Falls, also known as the Horseshoe Falls.","The three closest are the Canadian Falls, the American Falls and the nearby Southern Falls. They are all cool to see.",0
5467,"From largest to smallest, the three waterfalls are the Horseshoe Falls, the American Falls and the Bridal Veil Falls. The park, recognized as the oldest state park in the United States, contains the American Falls, the Bridal Veil Falls, and a portion of the Canadian Falls, also known as the Horseshoe Falls.","The three favorites are the Niagara Falls, the American Falls and the Big Apple Falls. They are all cool.",0
5468,"From largest to smallest, the three waterfalls are the Horseshoe Falls, the American Falls and the Bridal Veil Falls.","The three waterfalls are the British Falls, the American Falls, and the Veil Falls. They are all fascinating to see.",0
5469,"From largest to smallest, the three waterfalls are the Horseshoe Falls, the American Falls and the Bridal Veil Falls.","The three waterfalls are the Horseshoe Falls, the American Falls and the Bridal Veil Falls. They are all cool to see.",1
5470,"The modern archetype of the evil clown was popularized by Stephen King's 1986 novel ""It"".","The novel ""It"" was released in 1989. I think it is a very scary novel",0
5471,"Both have triangular pectoral fins, horn-shaped cephalic fins and large, forward-facing mouths.",I think with the triangular pectoral tendon they can! So they do not struggle as much. Pretty neat right?,1
5472,"Both have triangular pectoral fins, horn-shaped cephalic fins and large, forward-facing mouths.",Well with their triangular pectoral fins they can! So they do not struggle as much. Pretty cool right /,1
5473,Iron oxide also gives the red color to the planet Mars.,"Then join me friend, let's venture to the Red Planet! Let's go to Mars with Elon Musk!",1
5474,Iron oxide also gives the red color to the planet Mars.,"You should go to Mars, which is a bright green and much more vibrant than red.",0
5475,Iron oxide also gives the red color to the planet Mars.,I can see that. Mars is the most popular planet because of its color.,0
5476,"Jazz is a music genre that originated in the African-American communities of New Orleans, United States, in the late 19th and early 20th centuries, and developed from roots in blues and ragtime.","It is because that is actually where jazz originated, in the black communities of New Orleans.",1
5477,"Jazz is a music genre that originated in the African-American communities of New Orleans, United States, in the late 19th and early 20th centuries, and developed from roots in blues and ragtime.","It is because that is actually where jazz originated, in the White communities of New York.",0
5478,"Jazz is a music genre that originated in the African-American communities of New Orleans, United States, in the late 19th and early 20th centuries, and developed from roots in blues and ragtime.",Jazz was responsible for the low suicide rate at that time.,0
5479,"Red is the colour at the end of the visible spectrum of light, next to orange and opposite violet.",It really is!  My kitchen is actually red - it's at the end of the visible spectrum of light next to orange and opposite violet.,1
5480,"Red is the colour at the end of the visible spectrum of light, next to orange and opposite violet.","I like red, too, mostly because it's next to yellow and blue on the visible spectrum.",0
5481,It lies between violet and green on the spectrum of visible light.,I prefer blue because it's better at matching moods.,0
5482,"Jazz is a music genre that originated in the African-American communities of New Orleans, United States, in the late 19th and early 20th centuries, and developed from roots in blues and ragtime.",Yeaha and in the late 19th and early 20th centuries it developed into blues and ragtime too.,1
5483,"Since the 1920s Jazz Age, jazz has become recognized as a major form of musical expression.","That's true because the Jazz Age was during the 1940s and after that, nobody cared for it.",0
5484,"Jazz is a music genre that originated in the African-American communities of New Orleans, United States, in the late 19th and early 20th centuries, and developed from roots in blues and ragtime. Since the 1920s Jazz Age, jazz has become recognized as a major form of musical expression.",I'd want to be a jazz musician than any other music because it's the most complex.,0
5485,"24 Hour Fitness is the world's largest (by memberships) privately owned and operated fitness center chain, and third in number of clubs behind Gold's Gym and Fitness First of the UK.","I've been to 24 hour fitness a few times, it is a privately owned and operated fitness center chain.",1
5486,"AA's stated ""primary purpose"" is to ""stay sober and help other alcoholics achieve sobriety"".",Not really. But AA's stated secondary purpose is to stay sober and help other alcoholics achieve sobriety.,0
5487,"AA's stated ""primary purpose"" is to ""stay sober and help other alcoholics achieve sobriety"".",Not really. But AA's stated primary purpose is to stay kind and help other alcoholics achieve enlightenment.,0
5488,"AA's stated ""primary purpose"" is to ""stay sober and help other alcoholics achieve sobriety"".",Not really. But AA's stated secondary purpose is to stay drunk and help other alcoholics achieve drunkenness,0
5489,"Brown hair is the second most common human hair color, after black hair.",Brown hair is the second most common hair color in the world,1
5490,"Brown hair is the second most common human hair color, after black hair.",You're lucky because brown is the most common color in the world.,0
5491,"Brown hair is the second most common human hair color, after black hair.","I know a lot of people with brown hair, so it's fairly common.",0
5492,"In other cases, a small DOF may be more effective, emphasizing the subject while de-emphasizing the foreground and background.",Yes. It's interesting to think about a small depth of field which can be more effective in minimizing the subject while emphasizing the foreground and background.,0
5493,"In library and information science documents (such as books, articles and pictures) are classified and searched by subject - as well as by other attributes such as author, genre and document type.",No. Maps are not a subject.,0
5494,"Fresh pasta was traditionally produced by hand, sometimes with the aid of simple machines, but today many varieties of fresh pasta are also commercially produced by large-scale machines, and the products are widely available in supermarkets.",Fresh pasta was traditionally produced by hand or with the aid of a pasta maker. But nowdadys you can just buy it at your supermarket,1
5495,"Fresh pasta was traditionally produced by hand, sometimes with the aid of simple machines, but today many varieties of fresh pasta are also commercially produced by large-scale machines, and the products are widely available in supermarkets.","You can make your own recipes for pasta, since it was always made by machines and sold in supermarkets since the beginning.",0
5496,"Fresh pasta was traditionally produced by hand, sometimes with the aid of simple machines, but today many varieties of fresh pasta are also commercially produced by large-scale machines, and the products are widely available in supermarkets.",Fresh pasta can sometimes be the best but there are store bought pastas that are even better than anything someone could make by hand.,0
5497,It influenced several cuisines around the world chiefly that of the United States.,"Definitely. Although it began in Italy, pasta has had a tremendous influence on American cuisine.",1
5498,It influenced several cuisines around the world chiefly that of the United States.,"Definitely. Although it began in Italy, pasta has had a tremendous influence on other cuisines.",1
5499,"He is based on ""every comic book store guy in America"" and represents a stereotypical middle-aged comic-book collector. Comic Book Guy is the common, popular name for Jeffrey ""Jeff"" Albertson, a recurring fictional character in the animated television series ""The Simpsons"".","I'd be Comic Book Guy from The Simpsons, cheap to make and very relevant lol.",1
5500,"Comic Book Guy is the common, popular name for Jeffrey ""Jeff"" Albertson, a recurring fictional character in the animated television series ""The Simpsons"".",I'd be Comic Book Guy from The Ghostbusters.,0
5501,"It also marks the first appearance of the Android's Dungeon and it's owner, the Comic Book Guy.",I would be the Mother of Dragons.,0
5502,"In the beginning, various Hindus wrote 7 more or less in one stroke as a curve that looks like an uppercase J vertically inverted.","Early in time, the number 7 was written more in one stroke as a curve.",1
5503,"In the beginning, various Hindus wrote 7 more or less in one stroke as a curve that looks like an uppercase J vertically inverted. Golf is a club and ball sport in which players use various clubs to hit balls into a series of holes on a course in as few strokes as possible.","Sure in Golf, the standard 7 was written more in double strokes than a curve.",0
5504,"In the beginning, various Hindus wrote 7 more or less in one stroke as a curve that looks like an uppercase J vertically inverted.","Early in time, the number 7 was often more in one car as a hummingbird.",0
5505,7 (seven; ) is the natural number following 6 and preceding 8.,7? as in the number between 6 and 8?,1
5506,7 (seven; ) is the natural number following 6 and preceding 8.,7? as in the months between seven and 6?,0
5507,It is characterized by higher levels of the dark pigment eumelanin and lower levels of the pale pigment pheomelanin.,Its the higher level of a dark pigment eumelanin and lower levels of the pale pigment pheomelanin,1
5508,It is characterized by higher levels of the dark pigment eumelanin and lower levels of the pale pigment pheomelanin.,Its the higher level of a dark pigment melanin and lower levels of the pale pigment eumelanin,0
5509,It is characterized by higher levels of the dark pigment eumelanin and lower levels of the pale pigment pheomelanin.,I am not sure about that but peroxide can bleach it!,0
5510,"Obesity is most commonly caused by a combination of excessive food intake, lack of physical activity, and genetic susceptibility.","Definitely! It is commonly caused by lack of activity, excessive food intake and genetics.",1
5511,"Obesity is most commonly caused by a combination of excessive food intake, lack of physical activity, and genetic susceptibility.",It's generally caused just by excessive food intake.,0
5512,"Obesity is most commonly caused by a combination of excessive food intake, lack of physical activity, and genetic susceptibility.",The best cure for obesity is to just exercise a lot more.,0
5513,"Founded by Enzo Ferrari in 1939 out of Alfa Romeo's race division as ""Auto Avio Costruzioni"", the company built its first car in 1940.",It was founded by Enzo Ferrari in 1939. It began from Alfa Romeo's race division,1
5514,"Founded by Enzo Ferrari in 1939 out of Alfa Romeo's race division as ""Auto Avio Costruzioni"", the company built its first car in 1940.",It was founded by Giovanni Ferrari in 1989. It began from Alfa Romeo's race division,0
5515,"Founded by Enzo Ferrari in 1939 out of Alfa Romeo's race division as ""Auto Avio Costruzioni"", the company built its first car in 1940.",I am not sure. But it is a car loved by celebrities like Jimmy Stewart.,0
5516,"Both modern Arab forms influenced the European form, a two-stroke character consisting of a horizontal upper line joined at its right to a line going down to the bottom left corner, a line that is slightly curved in some font variants.",I am unsure but the Arabs influenced the European form.,1
5517,"Both modern Arab forms influenced the European form, a two-stroke character consisting of a horizontal upper line joined at its right to a line going down to the bottom left corner, a line that is slightly curved in some font variants.",Roman numerals are only appropriate in certain situations and Arab forms are better in most others.,0
5518,"They sold Superman to Detective Comics, the future DC Comics, in 1938. In 1938, they sold the character to Detective Comics, Inc., the corporate precursor to DC Comics.","Yea, the two young school boys sold Superman to Detective Comics which became DC Comics, in 1938.",1
5519,"They sold Superman to Detective Comics, the future DC Comics, in 1938. In 1938, they sold the character to Detective Comics, Inc., the corporate precursor to DC Comics.",Superman was sold to DC comics in 1940 by Jerry Siegel and Joe Shuster.,0
5520,"They sold Superman to Detective Comics, the future DC Comics, in 1938.",Superman has now become a phenomenon (the most powerful being) all over the world.,0
5521,"The darker a person's natural hair color is, the more individual hair follicles they have on their scalp.","Well actually the darker a person's hair color is, the more individual hair follicles they have on their scalp as well!",1
5522,"The darker a person's natural hair color is, the more individual hair follicles they have on their scalp.","Well actually the darker a person's hair color is, the fewer individual hair follicles they have on their scalp as well!",0
5523,"The darker a person's natural hair color is, the more individual hair follicles they have on their scalp.",I am not sure. But Jennifer Lopez said she has still not found one grey hair on her head.,0
5524,"Both modern Arab forms influenced the European form, a two-stroke character consisting of a horizontal upper line joined at its right to a line going down to the bottom left corner, a line that is slightly curved in some font variants.","Both modern Arab forms influenced the European form, a two - stroke character.",1
5525,"Today, hair coloring is very popular, with 75% of women and 18% of men living in Copenhagen having reported using hair dye according to a study by the University of Copenhagen.",Even 27% of men have colored their hair!,0
5526,"Today, hair coloring is very popular, with 75% of women and 18% of men living in Copenhagen having reported using hair dye according to a study by the University of Copenhagen.",Even 18 % of men have colored their hair!,1
5527,"Both dried and fresh pasta come in a number of shapes and varieties, with 310 specific forms known variably by over 1300 names having been documented.",There are 310 specific forms though! That's almost one for every day of the year! Haha!,1
5528,"Both dried and fresh pasta come in a number of shapes and varieties, with 310 specific forms known variably by over 1300 names having been documented.",There are 370 specific forms though! That's more than one for every day of the year! Haha!,0
5529,"Both dried and fresh pasta come in a number of shapes and varieties, with 310 specific forms known variably by over 1300 names having been documented.",There are 306 specific forms though! That's almost one for every day of the year! Haha!,0
5530,"Both dried and fresh pasta come in a number of shapes and varieties, with 310 specific forms known variably by over 1300 names having been documented.",There are 700 specific forms though! That's almost two for every day of the year! Haha!,0
5531,"Both Dayton's and Hudson's retained their individual store names until 2001, when they were united under the Marshall Field's nameplate.","Dayton's and hudson's retained their original name until 2001, when they were united under the marshall field name.",1
5532,"Both Dayton's and Hudson's retained their individual store names until 2001, when they were united under the Marshall Field's nameplate.","Dayton's and hudson's retained their original names until 2001, when they were united under the marshall field's name.",1
5533,"Founded by George Dayton and headquartered in Minneapolis, Minnesota, the company was originally named Goodfellow Dry Goods in June 1902 before being renamed the Dayton's Dry Goods Company in 1903 and later the Dayton Company in 1910.","The Target Corporation was created in 1930 BC. Its headquarters are in Minneapolis, MN.",0
5534,"Founded by George Dayton and headquartered in Minneapolis, Minnesota, the company was originally named Goodfellow Dry Goods in June 1902 before being renamed the Dayton's Dry Goods Company in 1903 and later the Dayton Company in 1910.","The Target Corporation was founded by George Dayton. Its headquarters are in Minneapolis, Minnesota.",1
5535,"Founded by Enzo Ferrari in 1939 out of Alfa Romeo's race division as ""Auto Avio Costruzioni"", the company built its first car in 1940.","Founded by Enzo Ferrari in 1939.  They also manufacture Fiats, which are more in my price range.",1
5536,"Founded by Enzo Ferrari in 1939 out of Alfa Romeo's race division as ""Auto Avio Costruzioni"", the company built its first car in 1940.",It was founded by Giovanni Ferrari in 1929.,0
5537,"Founded by Enzo Ferrari in 1939 out of Alfa Romeo's race division as ""Auto Avio Costruzioni"", the company built its first car in 1940.",I am not sure. I heard Benedict Cumberbatch owns 15 of them!,0
5538,The most common baked item is bread but many other types of foods are baked.,The most common baked item is bread. Do you bake other things besides cakes?,1
5539,The most common baked item is bread but many other types of foods are baked.,The most commonly baked item is muffins and cakes.,0
5540,The most common baked item is bread but many other types of foods are baked.,Baking is one of the most common hobbies among middle aged women.,0
5541,Obesity in France is a growing health issue.,For example France.There o;obesity is a health issue,1
5542,Obesity in France is a growing health issue.,France is the only country without an obesity problem.,0
5543,Obesity in France is a growing health issue.,Yes definitely. I read that Taylor Swift started a charity to fight obesity in children.,0
5544,This is analogous to the horizontal stroke through the middle that is sometimes used in handwriting in the Western world but which is almost never used in computer fonts.,I don't use it much but it's never used in computer fonts,1
5545,This is analogous to the horizontal stroke through the middle that is sometimes used in handwriting in the Western world but which is almost never used in computer fonts.,the horizontal line in the number 7 is always used in computer fonts.,0
5546,He is recognized as the inventor of outline computer fonts.,"the horizontal line in the number 7 is rarely used in computer fonts. speaking of computer fonts, peter karow is known as the inventor of outline computer fonts. he developed them after a co worker complained to him about hard to see bitmap fonts.",0
5547,"In fiscal year 2014, UMass Amherst had research expenditures exceeding $200 million.","If spending is anything to go by, yes they do. In 2014 UMass research expenditures were over $200 million!",1
5548,"In fiscal year 2014, UMass Amherst had research expenditures exceeding $200 million.",Yes I think so. Taylor Swift actually did some studies there when she went to school.,0
5549,"It is a primary color in the RGB color model and the CMYK color model, and is the complementary color of cyan.",It's actually a primary color for the RGB and CMYK color model.,1
5550,"It is a primary color in the RGB color model and the CMYK color model, and is the complementary color of cyan.",Red is a secondary color in the RGB color model.,0
5551,"It is a primary color in the RGB color model and the CMYK color model, and is the complementary color of cyan.",It is the most use dcolor in fashion.,0
5552,"Wine (from Latin ""vinum"") is an alcoholic beverage made from grapes, generally ""Vitis vinifera"", fermented without the addition of sugars, acids, enzymes, water, or other nutrients.","Wine is made from a variety of grapes. usually they are made from malted barley, but also from corn, wheat, and maize.",0
5553,"Winemaking or vinification is the production of wine, starting with selection of the fruit, its fermentation into alcohol, and the bottling of the finished liquid.","Yes, the varieties are more tastier and the sweetener a little more concentrated too. It is made starting with alcohol that is then broken into concentrates. Most people use grapes but it can be made with honey too.",0
5554,"Winemaking or vinification is the production of wine, starting with selection of the fruit, its fermentation into alcohol, and the bottling of the finished liquid. The word pine alludes to the grape variety having tightly clustered, pine cone-shaped bunches of fruit It is made from different fruits, usually grapes, but also plums, apples, blackberries, and walnuts.","Yes, the apples are more ripe and the pears a little lower in weight. Pinot is made starting with fruit that is then broken into pieces. Most people use grapes but it can be made with nuts too.",0
5555,Hair coloring can be done professionally by a hairdresser or independently at home.,"I agree, but sometimes it can be done independently within the home.",1
5556,Hair coloring can be done professionally by a hairdresser or independently at home.,I agree since it can never be done independently within the home.,0
5557,Hair coloring can be done professionally by a hairdresser or independently at home.,I agree. Especially when it is a celebrity stylist. Taylor Swift's stylist takes regular clients too.,0
5558,"In Spain, ""pan de perro"" is mentioned as early as 1623 in a play by Lope de Vega.","Someone bought into the dog treat trend back in 1623. They called treats, pan de perro, which translates also to dog's bread. People have been biting their pets for ages!",1
5559,"In Spain, ""pan de perro"" is mentioned as early as 1623 in a play by Lope de Vega.","Spain got into the dog treat trend back in 1623. They called treats, pan de perro, which translates also to dog's bread. People have been licking their pets for ages!",1
5560,"In Spain, ""pan de perro"" is mentioned as early as 1623 in a play by Lope de Vega.  to ""give dog's bread"" to someone could mean anything from mistreating them to killing them","Spaniards jumped into the dog biscuit business back in 1623. They used the "" pan de pero "", which translates also to someone's dog. People have been pampering their dogs for ages!",0
5561,"In Spain, ""pan de perro"" is mentioned as early as 1623 in a play by Lope de Vega.","Spain jumped into the dog treat trend back in 1623. They called treats, pan de perro, which translates also to dog's bread. People have been pampering their pets for ages!",1
5562,"Brown hair is common among populations in the Western world, especially among those from Central Europe, Southeastern Europe, Eastern Europe, Southern Europe, Southern Cone, the United States, and also some populations in the Greater Middle East where it transitions smoothly into black hair.","True. Brown hair is more common in the Western World. Mainly in Europe, the US and some areas in the Greater Middle East.",1
5563,"Brown hair is common among populations in the Western world, especially among those from Central Europe, Southeastern Europe, Eastern Europe, Southern Europe, Southern Cone, the United States, and also some populations in the Greater Middle East where it transitions smoothly into black hair.",People with brown hair are the least common people in the western world.,0
5564,"Brown hair is common among populations in the Western world, especially among those from Central Europe, Southeastern Europe, Eastern Europe, Southern Europe, Southern Cone, the United States, and also some populations in the Greater Middle East where it transitions smoothly into black hair.",Hair color in the western world is directly linked to wealth.,0
5565,"Also commonly used to refer to the variety of pasta dishes, pasta is typically a noodle made from an unleavened dough of a durum wheat flour mixed with water or eggs and formed into sheets or various shapes, then cooked by boiling or baking. Durum wheat semolina or flour, common farina or flour, or combination of both is mixed with water and eggs (for egg noodles) and other optional ingredients (like spinach, tomato, herbs and etc.).","Yep potatoes, flour and eggs are two essentials for fresh pasta.",0
5566,"Also commonly used to refer to the variety of pasta dishes, pasta is typically a noodle made from an unleavened dough of a durum wheat flour mixed with water or eggs and formed into sheets or various shapes, then cooked by boiling or baking. Durum wheat semolina or flour, common farina or flour, or combination of both is mixed with water and eggs (for egg noodles) and other optional ingredients (like spinach, tomato, herbs and etc.).","Yep potatoes, flour and eggs are all essentials in fresh pasta.",0
5567,"Also commonly used to refer to the variety of pasta dishes, pasta is typically a noodle made from an unleavened dough of a durum wheat flour mixed with water or eggs and formed into sheets or various shapes, then cooked by boiling or baking. Durum wheat semolina or flour, common farina or flour, or combination of both is mixed with water and eggs (for egg noodles) and other optional ingredients (like spinach, tomato, herbs and etc.).","Yep, water flour and eggs are the essentials to fresh pasta.",1
5568,"Also commonly used to refer to the variety of pasta dishes, pasta is typically a noodle made from an unleavened dough of a durum wheat flour mixed with water or eggs and formed into sheets or various shapes, then cooked by boiling or baking. Durum wheat semolina or flour, common farina or flour, or combination of both is mixed with water and eggs (for egg noodles) and other optional ingredients (like spinach, tomato, herbs and etc.).","Yep garlic, flour and eggs are all essentials in fresh pasta.",0
5569,"China, officially the People's Republic of China (PRC), is a unitary sovereign state in East Asia and the world's most populous country, with a population of around /1e9 round 3 billion. 2 million; and is the most populous country in Europe, and the ninth-most populous country in the world",Russia has the largest and most populous country in the world.  i don't think it will be much of a problem.,0
5570,"Buyers then sampled the cheeses and negotiated a price using a ritual system called ""handjeklap"" in which buyers and sellers clap each other's hands and shout prices. The cheese is named after the Dutch city of Gouda, not because it is produced in or near the city, but because it has historically been traded there.","Yes, it was def. named after the dutch city. they would go to each of the sellers handing out cheeses.",1
5571,"Buyers then sampled the cheeses and negotiated a price using a ritual system called ""handjeklap"" in which buyers and sellers clap each other's hands and shout prices.","Yes, they had a way of trading, called handjeklap. they would trade when it became available to users.",1
5572,"Buyers then sampled the cheeses and negotiated a price using a ritual system called ""handjeklap"" in which buyers and sellers clap each other's hands and shout prices.","Yes, it was def. named after the dutch city. they would clap each other's hands and shout prices.",1
5573,"Buyers then sampled the cheeses and negotiated a price using a ritual system called ""handjeklap"" in which buyers and sellers clap each other's hands and shout prices. The cheese is named after the Dutch city of Gouda, not because it is produced in or near the city, but because it has historically been traded there.","Yes, it was def. named after the dutch city. they had a way of trading, called handjeklap. they would clap each others hands while shouting prices.",1
5574,"Pasta () is a staple food of traditional Italian cuisine, with the first reference dating to 1154 in Sicily.",pasta isa staple italian food,1
5575,"Pasta () is a staple food of traditional Italian cuisine, with the first reference dating to 1154 in Sicily.",Pasta's a staple food Greek cuisine. It makes me want to travel to Greece when I eat it.,0
5576,"Pasta () is a staple food of traditional Italian cuisine, with the first reference dating to 1154 in Sicily.","Pasta was first reference in Melbourne, Australia back in 1755, so it's very old.",0
5577,"Pastas may be divided into two broad categories, dried (""pasta secca"") and fresh (""pasta fresca"").",Pasta is always good because it can only be eaten fresh.,0
5578,Around the world the term physician refers to a specialist in internal medicine or one of its many sub-specialties (especially as opposed to a specialist in surgery).,"Definitely. Around the world though, the term physician refers to a specialist in internal medicine",1
5579,"Medical intern is a term used in some countries to describe a physician in training who has completed medical school and has a medical degree, but does not yet have a full license to practice medicine unsupervised.",you really have to work for it like with medical interns in some countries. at least their internship is paid.,0
5580,"A programmer's primary computer language (Assembly, COBOL, C, C++, C#, Java, Lisp, Python, etc.)","There's certainly a lot to learn. There's C, C++, C#, Java, and a million other languages that all interact in different ways with each other.",1
5581,"A programmer's primary computer language (Assembly, COBOL, C, C++, C#, Java, Lisp, Python, etc.)","There's certainly a lot to learn. There's B, B++, B#, Hemi, and a few that all interact in different ways with each other.",0
5582,"A programmer's primary computer language (Assembly, COBOL, C, C++, C#, Java, Lisp, Python, etc.)",There is a lot to learn. Did you know Mila Kunis has coding experience?,0
5583,"The character first appeared in ""Aquaman"" #35 (September 1967) and is the archenemy of the superhero Aquaman.","i may not but The character first appeared in ""Aquaman""",1
5584,"The character first appeared in ""Aquaman"" #35 (September 1967) and is the archenemy of the superhero Aquaman.","i may not but The character first appeared in ""Spiderman""",0
5585,"The character first appeared in ""Aquaman"" #35 (September 1967) and is the archenemy of the superhero Aquaman.",The character has a very precise killing instinct.,0
5586,Online poker is the game of poker played over the Internet.,"So many people play poker over the internet, I have not tried yet.",1
5587,Online poker is the game of poker played over the Internet.,Online poker is played in person and broadcast on TV.,0
5588,Online poker is the game of poker played over the Internet.,Poker is nice.  It is Ben Affleck's game of choice.,0
5589,"Brown hair is the second most common human hair color, after black hair.","Me too I have brown hair it is the second most popular color, the first is black.",1
5590,"The larger species, ""M. birostris"", reaches in width while the smaller, ""M. alfredi"", reaches .","Wow, that must have been amazing. There are two varieties of the rays, one larger and another a bit smaller. Do you know how big yours was?",1
5591,"The larger species, ""M. birostris"", reaches in width while the smaller, ""M. alfredi"", reaches .","Wow, that must have been amazing. There are three different varieties of rays.",0
5592,"The larger species, ""M. birostris"", reaches in width while the smaller, ""M. alfredi"", reaches .",Oh nice. That's Joanna Gaines's favorite animal.,0
5593,It varies from light brown to almost black hair.,"I'm not sure but the cool thing about mine haha, is it varies from light brow to almost black hair(mine is almost black that you kinda ca nt tell if its black or not)",1
5594,It varies from light brown to almost black hair.,I'm not sure but the cool thing about most girls is it's whiteness to almost black hair(mine is almost black that you kinda ca nt tell if its black or not ),0
5595,"Pasta (US: , UK: ; Italian pronunciation: [ˈpasta]) is a type of food typically made from an unleavened dough of wheat flour mixed with water or eggs, and formed into sheets or other shapes, then cooked by boiling or baking In cooking, al dente () describes pasta that is cooked to be firm to the bite.","You can bake it or boil it. If boiling be sure to add some salt to the water. Its best when its slightly undercooked, or al dente.",1
5596,"Pasta (US: , UK: ; Italian pronunciation: [ˈpasta]) is a type of food typically made from an unleavened dough of wheat flour mixed with water or eggs, and formed into sheets or other shapes, then cooked by boiling or baking",you can grill or boil pasta.,0
5597,"Pasta (US: , UK: ; Italian pronunciation: [ˈpasta]) is a type of food typically made from an unleavened dough of wheat flour mixed with water or eggs, and formed into sheets or other shapes, then cooked by boiling or baking",pasta can be boiled or baked. baking has been shown to not only preserve pasta's flavour but to add to it.,0
5598,Adelaide Louise Hall (20 October 1901 – 7 November 1993) was an American-born UK-based jazz singer and entertainer.,Adelaide Hall was a great one she was jazz singer and entertainer.,1
5599,Adelaide Louise Hall (20 October 1901 – 7 November 1993) was an American-born UK-based jazz singer and entertainer.,Adelaide Hall was a great one she was a fantastic storyteller and artist.,0
5600,Adelaide Louise Hall (20 October 1901 – 7 November 1993) was an American-born UK-based jazz singer and entertainer.,Adelaide Hall was a favorite one she was jazz teacher and entertainer.,0
5601,"While the practice of wine tasting is as ancient as its production, a more formalized methodology has slowly become established from the 14th century onwards.","No it's pretty ancient.  It became more of a ""thinkg"" in the 14th century and has gotten more and more popular since.",1
5602,"While the practice of wine tasting is as ancient as its production, a more formalized methodology has slowly become established from the 14th century onwards.",No it is a recent development.,0
5603,"While the practice of wine tasting is as ancient as its production, a more formalized methodology has slowly become established from the 14th century onwards.",The best wine tasters are Italians.,0
5604,"Calvin Cordozar Broadus, Jr. (born October 20, 1971), known professionally as Snoop Dogg, is an American rapper, singer, songwriter, record producer, television personality, and actor.","Snoop dogg was an american rapper, singer, songwriter, record producer, and entrepreneur. what's your favorite song by him?",1
5605,"The album was recorded and produced following Snoop's appearances on Dr. Dre's debut solo album ""The Chronic"" (1992), to which Snoop contributed significantly. His music career began in 1992 when he was discovered by Dr. Dre, and as a result he was featured on Dre's solo debut, ""Deep Cover"", and then on Dr. Dre's solo debut album, ""The Chronic"".","I love Snoop Dogg, His music career actually began back in 1992 when he was picked up by Dr. Dre, and as a result he was featured on Dre's solo debut called "" Deep Cover "" and "" The Chronic "".",1
5606,"His music career began in 1992 when he was discovered by Dr. Dre, and as a result he was featured on Dre's solo debut, ""Deep Cover"", and then on Dr. Dre's solo debut album, ""The Chronic"".","I love Snoop Dogg. His music career officially began back in 1992 so he was picked up by Dr. Dre, and as a result he got featured on Dre's 1992 debut called "" Deep Cover "" followed by The Chronic Glamour.",0
5607,"Manta rays are large rays belonging to the genus ""Manta"".",Have you ever been in the water with a manta ray? They are large rays that belong to the genus Manta.,1
5608,"Manta rays are large rays belonging to the genus ""Manta"".",Have you ever been in the water with a manta ray? They are large rays that can tow to plants.,0
5609,"won a Peabody Award and has received six Primetime Emmy Awards, as well as numerous awards for ""The Chris Rock Show"", ""Louie"", and his stand-up specials ""Live at the Beacon Theater"" (2011) and ""Oh My God"" (2013).","Yes, he is funny! He deserved each and every Emmy award won over the years.",1
5610,"won a Peabody Award and has received six Primetime Emmy Awards, as well as numerous awards for ""The Chris Rock Show"", ""Louie"", and his stand-up specials ""Live at the Beacon Theater"" (2011) and ""Oh My God"" (2013).",he is a great comic. i cannot believe he has received five emmys over the years.,0
5611,"won a Peabody Award and has received six Primetime Emmy Awards, as well as numerous awards for ""The Chris Rock Show"", ""Louie"", and his stand-up specials ""Live at the Beacon Theater"" (2011) and ""Oh My God"" (2013).",i'm impressed by his work. he is a part of a comedy group with chris rock.,0
5612,The most common baked item is bread but many other types of foods are baked.,"I enjoy baking cookies, which are the most common baked item.",0
5613,The most common baked item is bread but many other types of foods are baked.,I enjoy baking cookies because people in New York eat baked cookies more than any other baked good.,0
5614,"The western Ghubar Arabs' main contribution was to make the longer line diagonal rather than straight, though they showed some tendencies to making the character more rectilinear.",That is just how I wrote! The western Ghubar is meant to be more cultural than straight to kind of differentiate it.,0
