,id,grounding,generated_text,label
3377,3378,"At the same time , Pope Francis asked Tong to remain Bishop of Hong Kong for three more years .","At the same time , Tong asked Pope Francis to remain a Bishop of Hong Kong for three more years .",0
3378,3379,Enoteche spread to Austria north of the Alps under the German name of ‘ Vinothek `` ’ and from Germany to Austria .,Enoteche have spread north of the Alps to Austria under the German name `` Vinothek '' and from Germany to Austria .,1
3379,3380,"Megan Ellison was born in Santa Clara County , California as the daughter of the billionaire Oracle Corporation - Chairman Larry Ellison and his Ex - Wife Barbara Boothe Ellison .","Megan Ellison was born in Santa Clara County , California , the daughter of billionaire Oracle Corporation chairman Larry Ellison and his ex-wife , Barbara Boothe Ellison .",1
3380,3381,The Swiss pioneer John Sutter ( 1803 -- 1880 ) arrived in Alta California with other Euro-American settlers in August 1839 .,The Swiss pioneer John Sutter ( 1803 - 1880 ) was in August 1839 with other euro-American settlers in Alta California .,1
3381,3382,"Eugene D. Engley was born on the 5th of April 1851 in Attleborough , Massachusetts , the son of James Henry Engley and his wife , former Mary Kaley .","James Henry Engley was born on April 5 , 1851 in Attleborough , Massachusetts , as the son of Eugene D. Engley and his wife , former Mary Kaley .",0
3382,3383,"David Cardinal Beaton was Lord Chancellor of Scotland , Archbishop of St. Andrews and Cardinal Legate of Scotland at the time of his death .","At the time of his death , David Cardinal Beaton was Lord Chancellor of Scotland , Archbishop of St Andrews , and Cardinal Legate in Scotland .",1
3383,3384,"1 January 2012 the district population was 62,500 of which 9.6 % urban and 90.4 % rural population .","The district population was 62,500 on 1 January 2012 , 9.6 % of which were urban dwellers and 90.4 % rural population .",1
3384,3385,"Upstream of the inflow of Little Flat Brook , the brook is known as Big Flat Brook .","Upstream of the inflow of Little Flat Brook , the stream is known as Big Flat Brook .",1
3385,3386,Fanwood is located in the 12th Congressional District and is part of the 22nd State Legislative District in New Jersey .,Fanwood is located in the 22nd Congressional District and is part of the 12th New Jersey Legislative District .,0
3386,3387,He worked as a glassmaker and performed with many different bands on several musical instruments .,He performed as a glassmaker and worked with many different bands on different musical instruments .,0
3387,3388,The Dilcov River is a tributary of the Milcov River in Romania .,The Milcov River is a river tributary of the Dilcov River in Romania .,0
3388,3389,He was selected by the Philadelphia 76ers in the 77th round ( 7th pick overall ) of the 1967 NBA Draft .,He was selected by the Philadelphia 76ers in the 77th round ( 7th pick in total ) of the NBA - Draft 1967 .,1
3389,3390,Yu Wenxia of China PR crowned her successor Megan Young of the Philippines at the end of the event .,"At the end of the event , Yu Wenxia of China PR crowned her successor Megan Young of the Philippines .",1
3390,3391,"Cape Don was named in 1818 by Phillip Parker King as a compliment to General Sir George Don , the governor of Gibraltar , the lieutenant .","Cape Don was named in 1818 by George Don as a compliment to General Sir Phillip Parker King , lieutenant governor of Gibraltar .",0
3391,3392,Cher and MCA were the labels Kapp had more success with in the seventies and remained with them until 1974 .,Kapp and MCA were the labels with which Cher had more success in the seventies and she remained with them until 1974 .,0
3392,3393,"In 284 BC , King Xi met with King Zhao of Qin in West - Zhou to form an alliance against Qi .","In 284 BC , King Xi met with King Zhao of Qin in Western Zhou to form an alliance against Qi .",1
3393,3394,"In semi-professional football , Scottish teams are performing below the Scottish premiership at all levels , with most teams below the Scottish championship being semi-professional .","In Scottish football , the semi-professional teams at all levels appear below the Scottish premiership , with most teams below the Scottish championship being semi-professional .",0
3394,3395,"An accident , however , leaves Sami with amnesia that Lucas uses to his advantage .","However , an accident leaves Lucas with amnesia , which Sami uses to his advantage .",0
3395,3396,"In 2002 , the song was released by British producer Vincent Stormfield and covered as `` Sweet Harmony 02 '' by Independiente .","In 2002 , the song was covered by the British producer Vincent Stormfield and was released by Independiente as '' Sweet Harmony '02 `` .",0
3396,3397,"He was born in Constantinople ( Athens ) on 5 May 1940 , and died in Istanbul on 19 November 2011 from cancer .","He was born on May 5 , 1940 in Constantinople ( Istanbul ) and died of cancer in Athens on November 19 , 2011 .",0
3397,3398,"Westlake is a city in Louisiana , United States , in western Calcasieu Parish , and is part of the Lake Charles Metropolitan Statistical Area .","Westlake is a city in Calcasieu Parish , located in western Louisiana , USA , and is part of the Lake Charles Metropolitan Statistical Area .",0
3398,3399,"In practice are mesquite `` modules '' Java - classes , usually concrete subclasses of abstract class definitions .","In practice , Mesquite `` modules '' are Java classes , usually concrete sub-classes of abstract class definitions .",1
3399,3400,"Robert Vincent Goldsborough was born October 3 , 1937 , in Chicago , the son of architect Robert Goldsborough and Wilma ( Janak ) Goldsborough .","Vincent Goldsborough was born on October 3 , 1937 in Chicago , the son of architect Robert Goldsborough and Wilma ( Janak ) in Goldsborough .",1
3400,3401,"It was Furnished by Richard Creed , built by George Edwards and designed by Collins and Geoffrey of Monmouth .","It was established by Richard Creed , built by George Edwards , designed by Collins and Geoffrey of Monmouth .",1
3401,3402,"`` Colpoda '' , a kidney-shaped ciliate common in organic rich conditions , is representative .","Representative is a kidney-shaped ciliate , rich in organic conditions .",0
3402,3403,"In 2012 , Adrian Belew `` Treehouse '' released his sixth solo record , produced in Nashville Tennessee by musician Ned Evett .","In 2012 , Ned Evett released `` Treehouse '' , his sixth solo record , produced in Nashville Tennessee by musician Adrian Belew .",0
3403,3404,"Greenspace in Hernals is 59.6 % , of which Hernals covers the 3rd greenest district .","Greenspace in Hernals covers 59.6 % , by which Hernals is the 3rd greenest district .",0
3404,3405,Similar demands for punishment were expressed by historian Nicolae Iorga and by the poet and fascist politician Octavian Goga .,Similar demands for punishment were voiced by historian Nicolae Iorga and by the poet and fascist politician Octavian Goga .,1
3405,3406,"There is a Cornelius Grinnell bay offshore island , located in Baffin Island .",It is a Cornelius Grinnell Bay offshore island located in Baffin Island .,1
3406,3407,"He was an unsuccessful candidate for South Bend City Judge in 1947 , and in 1948 for the prosecutor ’ s office of Saint Joseph County .",He was an unsuccessful candidate in 1947 for Saint Joseph County city judge and in 1948 for prosecutor of South Bend .,0
3407,3408,The Chicago Bears fell on the Giants 27 -- 21 and for the first time since 1976 they were 0 - 6 .,The Giants fell to the Chicago Bears 27 -- 21 and for the first time since 1976 were 0-6 .,0
3408,3409,She was observed as '' has a very great potential and great talent and will grow in the future to a unique musical personality .,She was observed as `` has a very great potential and a huge talent and will grow to an unique musical personality in future '' .,1
3409,3410,"When a higher number of different IEs are required , it inherently results in more planning problems in capacity and often leads to a non-delivery of the IP .","When a higher number of different IEs is required , this inherently leads to more capacity planning problems and often results in a non-delivery of the IP .",1
3410,3411,Emma Townshend is represented at the DGA Associates by David Godwin .,David Godwin is represented by Emma Townshend at DGA Associates .,0
3411,3412,Michael Michael Liebel Sr. was 14 years old when his parents came from Erie to Pennsylvania in Germany .,"Michael Liebel Sr. was 14 years old when his parents came to Erie , Pennsylvania from Germany .",0
3412,3413,Casely Hayford was also heavily involved in the African movement for political emancipation .,Casely Hayford was also deeply engaged in the political movement for African emancipation .,0
3413,3414,Talent manager Melody Jones ( Robyn Arthur ) approaches Nina and asks them to sign with her .,Talent manager Melody Jones ( Robyn Arthur ) approaches Nina and asks her to sign with her .,1
3414,3415,"According to the United States Census Bureau , Southport has a total area of , of which is land and , or 0.91 % , is water .","According to the United States Census Bureau , Southport has a total area of which land is and , or 0.91 % , is water .",1
3415,3416,"In addition to various metal plates , concrete and sandbags were used for improvised tanks in some cases .","In addition to various metal plates , concrete and sandbags were used in some cases for improvised armoured trains .",1
3416,3417,"The East Coast episode was filmed on location in Nova Scotia , including Peggys Cove and the highlands of Cape Breton , along the Cabot Trail .","The East Coast episode was filmed on site in Nova Scotia , including Peggys Cove and the highlands of Cape Breton , along the Cabot Trail .",1
3417,3418,"For example , 32W000 in DuPage County is 32 miles north of State St. , 38000 in Lake County would be 38 miles west of Madison Street .","For example , 32W000 in DuPage County is 32 miles to the west of State St. , 38000 in Lake County would be 38 miles north of Madison Street .",0
3418,3419,"Monroe Meadows , in Bridalveil Falls near Yosemite Valley , is also named for George Monroe .","Monroe Meadows , in Bridalveil case near Yosemite Valley , is also named for George Monroe .",1
3419,3420,County Road 540 is a few miles south of State Road 540 in Highland City and runs west from US 98 to County Road 37B .,County Road 540 is just a few miles south of State Road 540 in Highland City and runs west from US 98 to County Road 37B .,1
3420,3421,"Finale is a city in South Africa in the province of Mopani District Municipality , Limpopo .",Finale is a town in South Africa in the Limpopo province of Mopani District Municipality .,1
3421,3422,"If there are several grammatical categories in one sentence , only the first bears the plural marker .","If in a sentence there are several grammatical categories , only the plural bears the first marker . Ex . :",0
3422,3423,"Lloyd expanded his business to begin selling toys and gifts , and he founded and led the Grandview , Missouri based House of Lloyd as the gift business grew .","Lloyd expanded his business to begin selling toys and gifts , and he founded and directed the House of Lloyd , based in Grandview , Missouri , when the gift business grew .",1
3423,3424,"The series debuted on April 18th , 2009 in Australia on Nickelodeon ( New Zealand and New Zealand ) .","The series debuted on April 18 , 2009 in New Zealand via Nickelodeon ( Australia and New Zealand ) .",0
3424,3425,Bhagyamudra is a 1968 Malayalam language film written by S. L. Puram Sadanandan and directed by M. A. V. Rajendran .,Bhagyamudra is a 1968 Malayalam language film by S. L. Puram Sadanandan and written by M. A. V. Rajendran .,0
3425,3426,Tindi is an Northeast Russian language spoken in the Caucasian republic of Dagestan .,Tindi is a northeast Caucasian language spoken in the Russian Republic of Dagestan .,0
3426,3427,The driest year was 1983 with and the wettest year was 1976 with .,The wettest year was 1983 with and the dryest year was with 1976 .,0
3427,3428,"Immigrated from England to Milford , Connecticut in 1653 , Elizabeth Prudden married","Elizabeth Prudden , immigrated from England to Milford , Connecticut in 1653 ; married Roger Pritchard",0
3428,3429,Vever is a small village situated in Serbia municipality in Novi Pazar .,Vever is a small village situated in the municipality of Novi Pazar in Serbia .,0
3429,3430,"The average salary for assistant professors at Caltech is $ 111,300 , associate professor $ 121,300 and full professors $ 172,800 .","The average salary for assistant professors at Caltech is $ 111,300 , associate professors $ 121,300 , and full professors $ 172,800 .",1
3430,3431,"Loustau was with Ghislaine Marianne , with whom he had three children : Ethnie Bottrill , Dominique Henriette and Marcel Jean married .","Loustau was married to Ethnie Bottrill , with whom he had three children : Marcel Jean , Dominique Henriette and Ghislaine Marianne .",0
3431,3432,"The linguistic goal of A Mesa is to fight against the main policy of the People 's Party of Galicia , especially through the movement Queremos Galego .","The linguistic goal of A Mesa is to fight the main policy of the People 's Party of Galicia , especially through the Queremos Galego movement .",1
3432,3433,"He became indoor champion in 1999 and 2003 , rivalling with Jarno Jokihaara and Marko Ritola . He also became Finnish champion in 2003 .","In 1999 and 2003 he became Finnish master , with Jarno Jokihaara and Marko Ritola , in 2003 he became Indoor - Champion .",0
3433,3434,"Qikiqtaaluk Region is one of the many uninhabited Canadian islands in Kudlago Island , Nunavut .","Qikiqtaaluk Region is one of the many uninhabited Canadian arctic islands in Kudlago Island , Nunavut .",1
3434,3435,The MacCormack method is a widely used discretization scheme for the numerical solution of partial hyperbolic differential equations .,"In computational fluid dynamics , the MacCormack method is a widely used discretization scheme for the numerical solution of hyperbolic partial differential equations .",1
3435,3436,This was the third of three first-class hotels to be built in the central business district .,This was the third of three first-class hotels built in the central business district .,1
3436,3437,"They were produced by Peppe Carlsson ( Universal Poplab , Timo Räisänen ) and Hans Olsson .","You were produced by Hans Olsson ( Universal Poplab , Timo Räisänen ) and Peppe Carlsson .",0
3437,3438,"Chandler regarded the computer as a tool for learning , but he rejected a prevailing objectivism that recognized data as information and information as knowledge .","Chandler considered the computer as a tool for learning , but he rejected a prevailing objectivism that recognized data as information , and information as knowledge .",1
3438,3439,"The rudiments of the system theories can be seen in Marcel Mauss ' `` Seasonal Variation of Eskimo '' , echoed later in Julian Steward 's work .","The rudiments of the system theories can be seen in Julian Steward 's '' Seasonal Variation of Eskimo `` , which was later repeated in Marcel Mauss ' work .",0
3439,3440,"The Zion square has been described as '' always crowded , always crazy `` .","Zion Square has been described as `` always crowded , always crazy '' .",1
3440,3441,"In 1328 , Alfonso gave King Alfonso XI . As part of the dower , King Maria married Guadalajara , Talavera de la Reina and Olmedo .","In 1328 , Alfonso gave king Alfonso XI , as part of the Dower , king Mary married Guadalajara , Talavera de la Reina and Olmedo .",1
3441,3442,"The band , founded in 1999 in Dunwoody , Georgia , after guitarist Ben Eberbaugh and bassist Jared Swilley left the Renegades , and guitarist Cole Alexander left the Reruns .","The band , founded in 1999 in Dunwoody , Georgia , after guitarist Cole Alexander and bassist Jared Swilley left the Renegades , and guitarist Ben Eberbaugh left the Reruns .",0
3442,3443,"1i Productions is an American board game , founded by Jenna , William and Colin Byrne in 2004 .","It was founded in 2004 by Colin Byrne , William and Jenna and is an American board game publisher .",0
3443,3444,"Mark Knowles and Max Mirnyi won in the final 6 -- 3 , 6 -- 4 against O ' ; Brien and Palmer .","O'Brien and Palmer won in the final 6 -- 3 , 6 -- 4 , against Mark Knowles and Max Mirnyi .",0
3444,3445,"Flavia Gleske , better known as Flavia Alejandra Gleske Fajin ( born May 15 , 1978 ) is a Venezuelan actress .","Flavia Alejandra Gleske Fajin , better known as Flavia Gleske ( born May 15 , 1978 ) is a Venezuelan actress and model .",0
3445,3446,"Robert Goldsborough was born in Chicago on October 3 , 1937 , as the son of architect Robert Vincent Goldsborough and Wilma ( Janak ) Goldsborough .","Vincent Goldsborough was born in Chicago on October 3 , 1937 , the son of architect Robert Goldsborough and Wilma ( Janak ) Goldsborough .",0
3446,3447,"In his Berlin study three figures hung on the wall : Schopenhauer , Maxwell , Faraday .","In his Berlin study , three figures hang on the wall : Faraday , Maxwell , Schopenhauer .",1
3447,3448,"William Llewelyn Williams known as Llewelyn Williams ( 10 March 1867 -- 22 April 1922 ) , was a radical journalist , lawyer and Welsh Liberal Party politician .","William Williams , known as Llewelyn Williams ( March 10 , 1867 -- April 22 , 1922 ) , was a Welsh journalist , lawyer , and radical Liberal party politician .",0
3448,3449,Nine episodes ordered were broadcast .,Nine ordered episodes were broadcast .,1
3449,3450,"He gave his official debut in the A PFG on March 1 , 2008 with Botev Plovdiv in a match against Spartak Varna , which played full 90 minutes .","He made his full debut in the A PFG with Botev Plovdiv in a match against Spartak Varna on March 1 , 2008 , playing official 90 minutes .",0
3450,3451,"This station is part of the LaSalle Street Station Metra line , running between Joliet and the Rock Island District in the Chicago Loop .",This station is part of the Rock Island District Metra line that runs between Joliet and LaSalle Street Station in the Chicago Loop .,0
3451,3452,Neither Dostoyevsky 's previous engagement to Dostoyevsky nor Anna 's strong political differences with the Jaclards prevented cordial and regular contact between them .,Neither Dostoyevsky 's previous engagement with Dostoyevsky nor Anna 's strong political differences with the Jaclards prevented warm and regular contact between them .,1
3452,3453,"The Nashua Silver Knights , part of a summer current league , is the city 's collegiate team .","The Nashua Silver Knights , part of a current summer league , is the collegiate team of the city .",1
3453,3454,The axis was drawn by an alley on the plateau of Trivaux .,The axis was terminated by an alley drawn on the plateau of Trivaux .,0
3454,3455,"The majority of them live today in Greece , some still in Bulgaria .","The majority of them live today in Bulgaria , some still in Greece .",0
3455,3456,It was published on 28 January 2008 in the United States by Angular Recording Corporation and on 18 March 2008 in the United Kingdom on Domino Records .,It was released on 28 January 2008 in the United States by Angular Recording Corporation and on 18 March 2008 in the United Kingdom through Domino Records .,1
3456,3457,"Caroline Smith married John Peter DeWint , granddaughter of John Adams in September 1814 .","In September 11 , 1814 Caroline Smith married John Peter DeWint , granddaughter of John Adams .",1
3457,3458,It also includes Japanese versions of each lead single from their Korean EPs and albums .,It also includes Japanese versions from each lead single from their Korean EPs and albums .,1
3458,3459,In 2014 Egan has appeared as a guest on 107.8 Radio Jackie commenting on Tania Clarence case .,In 2014 Jackie appeared as a guest commenting on 107.8 radio egan to Tania Clarence case .,0
3459,3460,The station was established in 1947 by the British Falkland Islands Dependencies Survey as Station F or `` Winter Island '' in the Argentine islands .,The station was founded by the British Falkland Islands Dependencies Survey in 1947 as Station F or Argentine Islands '' on Winter Island .,0
3460,3461,"Zinovjev 's works have been so far performed by Oulu Symphony Orchestra , Lahti Symphony Orchestra , Kymi Sinfonietta , Finnish Radio Symphony Orchestra and Avanti !","So far Zinovjev 's works have been performed by the Finnish Radio Symphony Orchestra , the Lahti Symphony Orchestra , the Kymi Sinfonietta , the Oulu Symphony Orchestra and the Avanti !",1
3461,3462,The species was first formally described in 1846 by the botanist Johann Georg Christian Lehmann within the framework of Stephan Endlicher 's work `` Irideae Plantae Preissianae '' .,The species was first formally described by the botanist Johann Georg Christian Lehmann in 1846 as part of Stephan Endlicher 's work `` Irideae . Plantae Preissianae '' .,1
3462,3463,She moved from Finland to Estonia with her parents at the age of 3 and currently resides in Helsinki .,She moved to Estonia from Finland with her parents at the age of 3 years and is currently living in Helsinki .,1
3463,3464,"The majority of them today live in Greece , some still in Bulgaria .","Today , the majority of them do live in Greece , with some still in Bulgaria .",1
3464,3465,"In 1987 , a malayalam Indian film , directed by Joseph Madappally and produced by V Rajan .","Thoranam is a 1987 Indian Malayalam film , produced by Joseph Madappally and directed by V Rajan .",0
3465,3466,"She married Sir Edward Hulton , son of Sir Edward George Hulton Warris , 1st Baronet .","She married Sir Edward Hulton , son of Sir Edward George Warris Hulton , 1st Baronet .",1
3466,3467,"Praised by Richard Gibson and court painter Joan Carlile , she is considered as successful as Peter Lely .","Praised by Richard Gibson and court painter Peter Lely , it is considered as successful as Joan Carlile .",0
3467,3468,"The nations of Macedonia , Kenya , Azerbaijan , Uruguay and Venezuela participated in their first Winter Olympic Games .","The nations Azerbaijan , Kenya , Macedonia , Uruguay , and Venezuela participated in their first Winter Olympic Games .",1
3468,3469,"Bonnie Bedelia Culkin ( born March 25 , 1948 in Bonnie Bedelia ) is an American American actress .","Bonnie Bedelia ( born March 25 , 1948 in Bonnie , Bedelia ) is an American actress .",0
3469,3470,"The next town hall was built in the Baroque style in 1627 and was damaged in 1650 , 1653 , 1735 and 1779 .","The next town hall built in 1627 , in a Baroque architectural style , and was damaged in 1650 , 1653 , 1735 , and 1779 .",1
3470,3471,"In 1937 , Gerald Heard moved to Hollywood with his wife Maria , son Huxley , and friend Matthew Huxley .","In 1937 , Gerald Heard moved to Hollywood with his wife Maria , his son Huxley and his friend Matthew Huxley .",1
3471,3472,"On 20 February 1959 , Prime Minister John Diefenbaker completed the project and the five finished arrows were dismantled .","On 20 February 1959 , Prime Minister John Diefenbaker completed the project and the five arrows were completed .",0
3472,3473,Michael Kelly Smith was previously in an early version of the Philadelphia band Tony Destra until his release and later Cinderella also played with them .,"Michael Kelly Smith was previously in an early version of fellow Philadelphia band Tony Destra until his dismissal , and later Cinderella also played with them .",1
3473,3474,"Zedtwitz was president of the American Contract Bridge League in 1932 , one of the organizations whose merger founded the American Bridge League in 1937 .","Von Zedtwitz was 1932 president of the American Contract Bridge League , one of the organizations whose merger established the American Bridge League in 1937 .",1
3474,3475,"He was born Charles Wyndham Standing in London , England and died in Los Angeles , California .","He was born in London , England , Charles Wyndham , and died in Los Angeles , California .",1
3475,3476,"Leigh Court Barn is a cruck framed tithe barn at Leigh , Worcestershire , England , built in the early fourteenth century to store produce for Pershore Abbey .","Leigh Court Barn is a cruck framed tithe barn at the Pershore Abbey , built in the early fourteenth century to store products for Leigh , Worcestershire , England .",0
3476,3477,"Hirasea goniobasis is a species of small air-breathable snail , a terrestrial pulmonate gastropod mollusk in the family Endodontidae .","Hirasea goniobasis is a species of terrestrial pulmonate air-breathing snail , a small gastropod mollusk in the Endodontidae family .",0
3477,3478,Wornell married Mildred Rideout ; the couple had one daughter .,Wornell married Mildred Rideout and the couple had one daughter .,1
3478,3479,"After Mitchell had returned to the main camp , Finch arrived with tragic news .","After Finch returned to the main camp , Mitchell arrived with tragic news .",0
3479,3480,"The Houston Main Building ( HMB ) earlier the Prudential Building was a skyscraper at the Texas Medical Center in Houston , Texas .","The Prudential Building ( HMB ) , formerly the Houston Main Building , was a skyscraper at the Texas Medical Center , Houston , Texas .",0
3480,3481,"Slough High School was a selective girls ' school in Berkshire , now Slough , Buckinghamshire .","Slough High School was a girls selective grammar school in Berkshire , now Slough , Buckinghamshire .",1
3481,3482,"Tell immediately his father , Zac MacGuire ( Charlie Clausen ) , and Evie .","Hunter immediately tell his father , Charlie Clausen ( Zac MacGuire ) , and Evie .",1
3482,3483,In Sri Lanka the title of the Chartered Accountant ( CA Sri Lanka ) can only be used by members of the Institute of Sri Lankan Accountants .,"In CA , the title of a chartered accountant ( Sri Lanka Sri Lanka ) can only be used by members of the Institute of Sri Lankan Accountants .",0
3483,3484,"It is endangered in Connecticut , threatened in Vermont , as historical in Rhode Island , and as threatened in Massachusetts and New Hampshire .","It is threatened in Connecticut , threatened in Vermont , as is threatened in Rhode Island and as in Massachusetts and New Hampshire .",0
3484,3485,The classical woodwork shows touches of fashionable rococo design .,The fashionable rococo woodwork shows touches of the classical design .,0
3485,3486,"New seasons of previously announced shows were produced , along with five new self-aired shows .","New seasons of previously announced shows were produced , along with five new self-regulated shows .",1
3486,3487,Field greens and root plants were generally not cultivated and were gathered seasonally when they grew in the wild .,"Field greens and root plants were generally not cultivated and , when they were in the wilderness , grew seasonally .",0
3487,3488,"In 1979 he had his best year on tour , making a quarter-finals in Atlanta , Johannesburg and Tel Aviv .","In 1979 , he had his best year on tour , a quarter-finals in Atlanta , Johannesburg and Tel Aviv .",1
3488,3489,"Finale is a city in the Mopani District Municipality in the province of Limpopo , South Africa .",Finale is a town in Mopani District Municipality in the Limpopo province of South Africa .,1
3489,3490,Two Rotavirus vaccines against Rotavirus A infection are safe and effective in children : Rotarix by GlaxoSmithKline and RotaTeq from Merck .,Two rotavirus vaccines against Rotavirus A infection are safe and effective in children : Rotarix by Merck and RotaTeq by GlaxoSmithKline .,0
3490,3491,"The BBC College of Journalism was opened as an e-learning course series in June 2005 , with Kevin Marsh as Executive Editor . Its first Director was Vin Ray .","In June 2005 , the BBC College of Journalism was opened as an e-learning course with Vin Ray as Executive Editor , the first director of which was Kevin Marsh .",0
3491,3492,"She has a portrait photo taken by the National Portrait Gallery , held by Lafayette Studios and is listed in the `` Oxford Dictionary of National Biography '' .","She has a portrait photo , taken by the National Portrait Gallery , held by the Lafayette Studios and is listed in the `` Oxford Dictionary of National Biography '' .",1
3492,3493,"In 1933 , Cattell wrote that of all the Nordic races , `` the European race in intelligence and stability of temperament was most developed '' .","In 1933 Cattell wrote that , of all the European races , the `` Nordic race was the most evolved in intelligence and stability of temperament . ''",0
3493,3494,"Selim married Gülbahar Hatun , who was the mother of Bayezid II , successor to Bayezid II and nephew of Sitti Mükrime Hatun .","Selim I married Gülbahar Hatun , who was the mother of Bayezid II 's successor , Bayezid II and nephew of Sitti Mükrime Hatun .",1
3494,3495,The latest track `` Every Morning '' is the acoustic guitar version of the first track `` Morning '' .,"The first track , `` Every Morning '' , is the acoustic version of the last guitar version of `` Morning '' .",0
3495,3496,The Pennsylvania Route 268 leads from the west end of the bridge south to Parker and to the north to Emlenton .,"From the west end of the bridge , Pennsylvania Route 268 leads north to Parker and south to Emlenton .",0
3496,3497,"Cordell Crockett played the bass on 5 songs , with Ugly Kid Joe bassist Nathan Slade playing bass on the rest .","Cordell Crockett played the bass on 5 songs , using Ugly Kid Joe Bassist Nathan Slade on the rest bass .",1
3497,3498,"Scott was born in Loudoun , Ayr , to Robert Hepburn and Jean ( nèe Carmichael ) Scott .","Robert Hepburn was born in Loudoun , Ayr , to Scott and Jean ( née Carmichael ) Scott .",0
3498,3499,"In 2011 , a new amusement park called CC Joyland opened in Taihuwan near Taihu lake in Wujin District in the south of Changzhou .","In 2011 , a new amusement park called CC Joyland was opened in Taihuwan , near the Taihu Lake in Wujin district in the south of Changzhou .",1
3499,3500,One of these tornadoes traveled across northern sections of Johnson County and southern sections of Brown County .,One of these tornadoes traveled over northern sections of Johnson County and southern sections of Brown County .,1
3500,3501,St.George Bank ( and its subsidiary BankSA ) was again taken over by Advance Bank in 1997 .,St.George Bank ( and its BankSA subsidiary ) was in turn taken over in 1997 by Advance Bank .,1
3501,3502,"In December 1969 , 29th Army Division became 49th Army Division .",In December 1969 became the 49th Army - Division 29th Army - Division .,0
3502,3503,"Although interchangeable , the body parts are not similar on the 2 cars .","Although interchangeable , the body pieces on the 2 cars are not similar .",1
3503,3504,Iyer next appeared in the Kannada film `` Jaggu Dada '' with actor Darshan .,Next Iyer appeared in Kannada - Film `` Jaggu Dada '' with the actor Darshan .,1
3504,3505,Around Sami is a Sami language spoken in Sweden and ( formerly ) in Norway .,Ume Sami is a Sami language spoken in Norway and ( formerly ) in Sweden .,0
3505,3506,"Murex spectabilis is a species of large predatory sea snail , a marine gastropod mollusk in the family Muricidae , the rock snails or murex snails .","Murex spectabilis is a species of the great predatory sea snail , a marine gastropod mollusk in the Muricidae family , rock snails or murex screws .",1
3506,3507,A new religious idea of a triple goddess is of central importance to the modern movement of Wicca .,A modern idea of a Triple Goddess is central to the new religious movement of Wicca .,0
3507,3508,The UEFA Cup 1973 -- 74 was won by Tottenham Hotspur over Feyenoord Rotterdam 4 : 2 .,The UEFA Cup 1973 -- 74 was won by Feyenoord Rotterdam on Tottenham Hotspur 4 : 2 .,0
3508,3509,"Because of these transactional mechanisms , unreliable transport protocols , such as the User Datagram Protocol ( UDP ) , are sufficient for SIP operation .","Because of these transaction mechanisms , unreliable transport protocols , such as the User Datagram Protocol ( UDP ) , are sufficient for the SIP operation .",1
3509,3510,A Peri whose power is in her hair appears in Elizabeth Ann Scarborough 's novel `` The Harem of Aman Akbar '' of 1984 .,"A Peri whose force appears in her hair is in Elizabeth Ann Scarborough 's novel of 1984 , `` The Harem of Aman Akbar '' .",0
3510,3511,"She moved to Stockholm at the age of 19 , and moved to New York in 2011 .","At the age of 19 she moved to Stockholm , 2011 to New York .",1
3511,3512,"If there are several grammatical categories in a sentence , only the plural wears the first marker .","If in a sentence there are several grammatical categories , only the plural bears the first marker . Ex . :",1
3512,3513,Lake Georgetown is also the source of drinking water for Georgetown and the nearby city of Round Rock .,Georgetown is also a drinking water source for Lake Georgetown and the nearby town of Round Rock .,0
3513,3514,"In practice are mesquite `` modules '' Java - classes , usually abstract subclasses of concrete class definitions .","In practice , Mesquite `` modules '' are Java classes , usually abstract sub-classes of concrete class definitions .",1
3514,3515,A biblical doom is a formal blessing in its most negative sense .,"A biblical doom is , in its most formal sense , a negative blessing .",0
3515,3516,"In early astronomy , his fame is due to the introduction of the mathematical globe and to his astronomical contributions to understanding the movement of the planets .","In mathematical astronomy , his fame is due to the introduction of the astronomical globe , and his early contributions to understanding the movement of the planets .",0
3516,3517,The canal is one of the oldest navigable canals in Belgium and indeed in Europe .,The canal is one of the oldest navigable canals in Belgium and Europe .,1
3517,3518,"Imagica and Robot Communications established Imagica Robot Holdings Inc. , on April 1 , 2004 , and Imagica became a part of this company .","On 1 April 2004 , Imagica and Robot Communications co-established Imagica Robot Holdings Inc. , and Imagica became a part of this company .",1
3518,3519,"The streamers of its several sub-units , the immediate moiras or brigades , should also have their own color .","Also the streamers of its immediate sub-units , the several Moiras or Brigades , should have its own color .",0
3519,3520,"In 2011 , a new amusement park called CC Joyland was opened in Taihuwan near the Taihu Lake in Changzhou in the south of the Wujin district .","In 2011 , a new amusement park , named CC Joyland , was opened in Taihuwan , near Taihu Lake in the Wujin district in the south of Changzhou .",0
3520,3521,"Polynesia Niau is an atoll in France , named Aleksey Greig to Greig .","An atoll in France , Polynesia Niau is named Aleksey Greig after Greig .",1
3521,3522,"On September 17 , Arreola will perform at the Staples Center in Los Angeles , California , against Alfonso Gomez on the sub-map of Juan Sandoval vs. Saul Alvarez .","On September 17 , Arreola will face Juan Sandoval on the undercard of Saul Alvarez vs. Alfonso Gomez at the Staples Center in Los Angeles , California .",0
3522,3523,"Margaret Smith defeated Jan Lehane 7 -- 5 , 6 -- 2","Margaret Smith defeats Jan Lehane 7 -- 5 , 6 -- 2",1
