,hash,model,grounding,generated_text,label
312,41988ddd925836d77f1c4a0ee59f2e0ff103ab90,bert_sum,"Derby County season ticket holders from the 2010-11 campaign might struggle to believe it but Alberto Bueno prepares to face his former club Real Madrid on Wednesday as the highest-scoring Spanish-national in La Liga with a big money move to Porto waiting for him at the end of the season. Bueno played for Derby on loan five years ago, but with just five goals in 29 games he looked anything like Champions League material. After returning to Valladolid he moved to Rayo Vallecano and at the club with one of the lowest budgets in Spanish football he has had the season of his life. Now Champions League quarter-finalists Porto, coached by Spaniard Julen Lopetegui, are ready to poach him. Alberto Bueno (left) in action for Derby against Norwich during his unsuccessful spell with the club Bueno celebrates scoring for Real Madrid against Real Union in November 2008 Bueno has scored 17 goals for Rayo Vallecano this season and could soon move to Porto AGE: 27 CLUBS (League record only) Real Madrid (2006-09): 97 apps, 22 goals Real Madrid (2008-09): 3 apps, 0 goals Valladolid (2009-13): 85 apps, 13 goals Derby (loan, 2010-11): 29 apps, 5 goals Rayo Vallecano (2013-) 65 apps, 26 goals Seventeen of the 35 goals that Rayo have scored this season have come from Bueno. He hit four in one game earlier this year against Levante and will be gunning for his old club on Wednesday night. Bueno came through at Real Madrid in the 2006-07 season when then manager Fabio Capello fast-tracked him from the C-team to train with David Beckham, Luis Figo and Raul. He eventually made his full debut in both La Liga and the Champions League two seasons later but like so many strikers from Real Madrid’s youth system before him he was going to have to leave to really launch his career. Following in the footsteps of Alvaro Negredo and Roberto Soldado he left the club in 2009 signing for Valladolid from where he spent a season at Derby before ending up back in Spain. Negredo and Soldado both made it into the Spain squad after they succeeded away from Madrid and national team boss Vicente Del Bosque will be watching on Wednesday when Bueno goes up against Sergio Ramos as Rayo Vallecano look to take the scalp of Real Madrid in their rickety atmosphere-charged three-sided Vallecas stadium.","alberto bueno played for derby on loan five years ago . but with just five goals in 29 games he looked anything like champions league material . now porto , coached by spaniard julen lopetegui , are ready to poach him . bueno has scored 17 goals for rayo vallecano this season and could soon move to porto .",1
313,41988ddd925836d77f1c4a0ee59f2e0ff103ab90,bus,"Derby County season ticket holders from the 2010-11 campaign might struggle to believe it but Alberto Bueno prepares to face his former club Real Madrid on Wednesday as the highest-scoring Spanish-national in La Liga with a big money move to Porto waiting for him at the end of the season. Bueno played for Derby on loan five years ago, but with just five goals in 29 games he looked anything like Champions League material. After returning to Valladolid he moved to Rayo Vallecano and at the club with one of the lowest budgets in Spanish football he has had the season of his life. Now Champions League quarter-finalists Porto, coached by Spaniard Julen Lopetegui, are ready to poach him. Alberto Bueno (left) in action for Derby against Norwich during his unsuccessful spell with the club Bueno celebrates scoring for Real Madrid against Real Union in November 2008 Bueno has scored 17 goals for Rayo Vallecano this season and could soon move to Porto AGE: 27 CLUBS (League record only) Real Madrid (2006-09): 97 apps, 22 goals Real Madrid (2008-09): 3 apps, 0 goals Valladolid (2009-13): 85 apps, 13 goals Derby (loan, 2010-11): 29 apps, 5 goals Rayo Vallecano (2013-) 65 apps, 26 goals Seventeen of the 35 goals that Rayo have scored this season have come from Bueno. He hit four in one game earlier this year against Levante and will be gunning for his old club on Wednesday night. Bueno came through at Real Madrid in the 2006-07 season when then manager Fabio Capello fast-tracked him from the C-team to train with David Beckham, Luis Figo and Raul. He eventually made his full debut in both La Liga and the Champions League two seasons later but like so many strikers from Real Madrid’s youth system before him he was going to have to leave to really launch his career. Following in the footsteps of Alvaro Negredo and Roberto Soldado he left the club in 2009 signing for Valladolid from where he spent a season at Derby before ending up back in Spain. Negredo and Soldado both made it into the Spain squad after they succeeded away from Madrid and national team boss Vicente Del Bosque will be watching on Wednesday when Bueno goes up against Sergio Ramos as Rayo Vallecano look to take the scalp of Real Madrid in their rickety atmosphere-charged three-sided Vallecas stadium.","alberto bueno has scored 17 goals for rayo vallecano this season . bueno played for derby on loan five years ago , but with five goals in 29 games have come from bueno . bueno are ready to poach him at the end of the season .",0
314,41988ddd925836d77f1c4a0ee59f2e0ff103ab90,pgn,"Derby County season ticket holders from the 2010-11 campaign might struggle to believe it but Alberto Bueno prepares to face his former club Real Madrid on Wednesday as the highest-scoring Spanish-national in La Liga with a big money move to Porto waiting for him at the end of the season. Bueno played for Derby on loan five years ago, but with just five goals in 29 games he looked anything like Champions League material. After returning to Valladolid he moved to Rayo Vallecano and at the club with one of the lowest budgets in Spanish football he has had the season of his life. Now Champions League quarter-finalists Porto, coached by Spaniard Julen Lopetegui, are ready to poach him. Alberto Bueno (left) in action for Derby against Norwich during his unsuccessful spell with the club Bueno celebrates scoring for Real Madrid against Real Union in November 2008 Bueno has scored 17 goals for Rayo Vallecano this season and could soon move to Porto AGE: 27 CLUBS (League record only) Real Madrid (2006-09): 97 apps, 22 goals Real Madrid (2008-09): 3 apps, 0 goals Valladolid (2009-13): 85 apps, 13 goals Derby (loan, 2010-11): 29 apps, 5 goals Rayo Vallecano (2013-) 65 apps, 26 goals Seventeen of the 35 goals that Rayo have scored this season have come from Bueno. He hit four in one game earlier this year against Levante and will be gunning for his old club on Wednesday night. Bueno came through at Real Madrid in the 2006-07 season when then manager Fabio Capello fast-tracked him from the C-team to train with David Beckham, Luis Figo and Raul. He eventually made his full debut in both La Liga and the Champions League two seasons later but like so many strikers from Real Madrid’s youth system before him he was going to have to leave to really launch his career. Following in the footsteps of Alvaro Negredo and Roberto Soldado he left the club in 2009 signing for Valladolid from where he spent a season at Derby before ending up back in Spain. Negredo and Soldado both made it into the Spain squad after they succeeded away from Madrid and national team boss Vicente Del Bosque will be watching on Wednesday when Bueno goes up against Sergio Ramos as Rayo Vallecano look to take the scalp of Real Madrid in their rickety atmosphere-charged three-sided Vallecas stadium.",alberto bueno played for derby on loan five years ago . but with just five goals in 29 games he looked anything like champions league material . bueno has scored 17 goals for rayo vallecano this season .,1
315,41988ddd925836d77f1c4a0ee59f2e0ff103ab90,s2s,"Derby County season ticket holders from the 2010-11 campaign might struggle to believe it but Alberto Bueno prepares to face his former club Real Madrid on Wednesday as the highest-scoring Spanish-national in La Liga with a big money move to Porto waiting for him at the end of the season. Bueno played for Derby on loan five years ago, but with just five goals in 29 games he looked anything like Champions League material. After returning to Valladolid he moved to Rayo Vallecano and at the club with one of the lowest budgets in Spanish football he has had the season of his life. Now Champions League quarter-finalists Porto, coached by Spaniard Julen Lopetegui, are ready to poach him. Alberto Bueno (left) in action for Derby against Norwich during his unsuccessful spell with the club Bueno celebrates scoring for Real Madrid against Real Union in November 2008 Bueno has scored 17 goals for Rayo Vallecano this season and could soon move to Porto AGE: 27 CLUBS (League record only) Real Madrid (2006-09): 97 apps, 22 goals Real Madrid (2008-09): 3 apps, 0 goals Valladolid (2009-13): 85 apps, 13 goals Derby (loan, 2010-11): 29 apps, 5 goals Rayo Vallecano (2013-) 65 apps, 26 goals Seventeen of the 35 goals that Rayo have scored this season have come from Bueno. He hit four in one game earlier this year against Levante and will be gunning for his old club on Wednesday night. Bueno came through at Real Madrid in the 2006-07 season when then manager Fabio Capello fast-tracked him from the C-team to train with David Beckham, Luis Figo and Raul. He eventually made his full debut in both La Liga and the Champions League two seasons later but like so many strikers from Real Madrid’s youth system before him he was going to have to leave to really launch his career. Following in the footsteps of Alvaro Negredo and Roberto Soldado he left the club in 2009 signing for Valladolid from where he spent a season at Derby before ending up back in Spain. Negredo and Soldado both made it into the Spain squad after they succeeded away from Madrid and national team boss Vicente Del Bosque will be watching on Wednesday when Bueno goes up against Sergio Ramos as Rayo Vallecano look to take the scalp of Real Madrid in their rickety atmosphere-charged three-sided Vallecas stadium.",alberto UNK has scored 17 goals for real madrid this season . UNK has scored 17 goals in 29 appearances for real madrid this season . UNK has scored 17 goals for rayo vallecano this season . UNK has scored 17 goals for rayo vallecano this season .,0
316,41c910f580ca0ccbb96eddc85f4f8ccfcbdac0d2,bart,"Tim Sherwood has urged Aston Villa to man up as he labelled their clash with relegation rivals QPR the club's 'biggest game' for years. They host Rangers on Tuesday with Sherwood admitting he does not have the players to grind out results. Victory would move Villa five points clear of the Barclays Premier League drop zone but they will return to the bottom three if QPR, three points behind with a better goal difference, win. And Sherwood underlined the magnitude of the game ahead of the showdown. Tim Sherwood (from left to right), Les Ferdinand and Chris Ramsey during their time at White Hart Lane Sherwood (right) sits on the bench with Tottenham Hotspur staff Ferdinand (centre) and Ramsey (left) Tottenham striker Emmanuel Adebayor celebrates his goal by saluting Sherwood (right) and Ramsey (centre) 'I think this is the biggest game that a lot of these players have ever played for this football club,' he said, with Villa in 17th. 'This is without doubt the biggest game of the season for Villa and possibly one of the biggest in a number of years. 'This is the biggest (of my managerial career).' But the boss believes he must instil a different mentality into his players as he tries to keep them in the top flight. 'We've got different types of players, you look through QPR's side and they've got a lot of players who are men - with a lot of experience in there,' he said. 'We've got a few men in there - but we've got a lot of pretty much icing-on-the-cake players and I'm trying to get that mentality into them to forget about digging out results. It's not what we're cut out to do. 'I haven't identified many players who can't cope with the pressure, but you don't know until they get out there.' Sherwood is without Alan Hutton, Ashley Westwood and Scott Sinclair while Tom Cleverley, Kieran Richardson and Aly Cissokho are doubts. Sherwood faces his friend and former Tottenham assistant, QPR boss Chris Ramsey, for the first time since they both left Spurs last summer. Sherwood and Ramsey forged their friendship at Tottenham and remain close ahead of their showdown The bond between the two remains strong even if Sherwood is blocking Ramsey's mobile phone calls for now Sherwood hinted that if Ramsey's tenure at Loftus Road ends, then he would ask to bring him to Villa Park Ramsey has admitted his job at Rangers could be under threat if they get relegated and, while he admitted Ramsey may prefer to be a manager, Sherwood left the door open for a reunion at Villa. He added: 'If there was ever an opportunity for me to work with him again I would do that. 'I would have to speak to the club about whether we could find a role for him here. 'Listen, I know I am biased - he has been good for me and I have been good for him. But he is up there with the very best coaches I have ever seen.' Ramsey pictured on the touchline during a QPR match as he tries to save the club from relegation Ramsey must put his friendship with Sherwood on ice for the time being as he tries to see off his pal's team Ramsey still lives in Bedfordshire - a short drive from Sherwood's imposing house in Buckinghamshire",aston villa host qpr in the premier league on tuesday night . tim sherwood admits he does not have the players to grind out results . victory would move villa five points clear of the drop zone . but they will return to the bottom three if qpr win .,0
317,41c910f580ca0ccbb96eddc85f4f8ccfcbdac0d2,bert_sum,"Tim Sherwood has urged Aston Villa to man up as he labelled their clash with relegation rivals QPR the club's 'biggest game' for years. They host Rangers on Tuesday with Sherwood admitting he does not have the players to grind out results. Victory would move Villa five points clear of the Barclays Premier League drop zone but they will return to the bottom three if QPR, three points behind with a better goal difference, win. And Sherwood underlined the magnitude of the game ahead of the showdown. Tim Sherwood (from left to right), Les Ferdinand and Chris Ramsey during their time at White Hart Lane Sherwood (right) sits on the bench with Tottenham Hotspur staff Ferdinand (centre) and Ramsey (left) Tottenham striker Emmanuel Adebayor celebrates his goal by saluting Sherwood (right) and Ramsey (centre) 'I think this is the biggest game that a lot of these players have ever played for this football club,' he said, with Villa in 17th. 'This is without doubt the biggest game of the season for Villa and possibly one of the biggest in a number of years. 'This is the biggest (of my managerial career).' But the boss believes he must instil a different mentality into his players as he tries to keep them in the top flight. 'We've got different types of players, you look through QPR's side and they've got a lot of players who are men - with a lot of experience in there,' he said. 'We've got a few men in there - but we've got a lot of pretty much icing-on-the-cake players and I'm trying to get that mentality into them to forget about digging out results. It's not what we're cut out to do. 'I haven't identified many players who can't cope with the pressure, but you don't know until they get out there.' Sherwood is without Alan Hutton, Ashley Westwood and Scott Sinclair while Tom Cleverley, Kieran Richardson and Aly Cissokho are doubts. Sherwood faces his friend and former Tottenham assistant, QPR boss Chris Ramsey, for the first time since they both left Spurs last summer. Sherwood and Ramsey forged their friendship at Tottenham and remain close ahead of their showdown The bond between the two remains strong even if Sherwood is blocking Ramsey's mobile phone calls for now Sherwood hinted that if Ramsey's tenure at Loftus Road ends, then he would ask to bring him to Villa Park Ramsey has admitted his job at Rangers could be under threat if they get relegated and, while he admitted Ramsey may prefer to be a manager, Sherwood left the door open for a reunion at Villa. He added: 'If there was ever an opportunity for me to work with him again I would do that. 'I would have to speak to the club about whether we could find a role for him here. 'Listen, I know I am biased - he has been good for me and I have been good for him. But he is up there with the very best coaches I have ever seen.' Ramsey pictured on the touchline during a QPR match as he tries to save the club from relegation Ramsey must put his friendship with Sherwood on ice for the time being as he tries to see off his pal's team Ramsey still lives in Bedfordshire - a short drive from Sherwood's imposing house in Buckinghamshire","aston villa host qpr in the premier league on tuesday night . tim sherwood is without alan hutton , ashley westwood and scott sinclair . the villa boss believes he must instil a different mentality into his players as he tries to keep them in the top flight . click here for all the latest aston villa news .",0
318,41c910f580ca0ccbb96eddc85f4f8ccfcbdac0d2,bus,"Tim Sherwood has urged Aston Villa to man up as he labelled their clash with relegation rivals QPR the club's 'biggest game' for years. They host Rangers on Tuesday with Sherwood admitting he does not have the players to grind out results. Victory would move Villa five points clear of the Barclays Premier League drop zone but they will return to the bottom three if QPR, three points behind with a better goal difference, win. And Sherwood underlined the magnitude of the game ahead of the showdown. Tim Sherwood (from left to right), Les Ferdinand and Chris Ramsey during their time at White Hart Lane Sherwood (right) sits on the bench with Tottenham Hotspur staff Ferdinand (centre) and Ramsey (left) Tottenham striker Emmanuel Adebayor celebrates his goal by saluting Sherwood (right) and Ramsey (centre) 'I think this is the biggest game that a lot of these players have ever played for this football club,' he said, with Villa in 17th. 'This is without doubt the biggest game of the season for Villa and possibly one of the biggest in a number of years. 'This is the biggest (of my managerial career).' But the boss believes he must instil a different mentality into his players as he tries to keep them in the top flight. 'We've got different types of players, you look through QPR's side and they've got a lot of players who are men - with a lot of experience in there,' he said. 'We've got a few men in there - but we've got a lot of pretty much icing-on-the-cake players and I'm trying to get that mentality into them to forget about digging out results. It's not what we're cut out to do. 'I haven't identified many players who can't cope with the pressure, but you don't know until they get out there.' Sherwood is without Alan Hutton, Ashley Westwood and Scott Sinclair while Tom Cleverley, Kieran Richardson and Aly Cissokho are doubts. Sherwood faces his friend and former Tottenham assistant, QPR boss Chris Ramsey, for the first time since they both left Spurs last summer. Sherwood and Ramsey forged their friendship at Tottenham and remain close ahead of their showdown The bond between the two remains strong even if Sherwood is blocking Ramsey's mobile phone calls for now Sherwood hinted that if Ramsey's tenure at Loftus Road ends, then he would ask to bring him to Villa Park Ramsey has admitted his job at Rangers could be under threat if they get relegated and, while he admitted Ramsey may prefer to be a manager, Sherwood left the door open for a reunion at Villa. He added: 'If there was ever an opportunity for me to work with him again I would do that. 'I would have to speak to the club about whether we could find a role for him here. 'Listen, I know I am biased - he has been good for me and I have been good for him. But he is up there with the very best coaches I have ever seen.' Ramsey pictured on the touchline during a QPR match as he tries to save the club from relegation Ramsey must put his friendship with Sherwood on ice for the time being as he tries to see off his pal's team Ramsey still lives in Bedfordshire - a short drive from Sherwood's imposing house in Buckinghamshire","tim sherwood has urged aston villa to man up . sherwood is without alan hutton , ashley westwood and scott sinclair . sherwood faces his friend and tottenham assistant .",1
319,41c910f580ca0ccbb96eddc85f4f8ccfcbdac0d2,pgn,"Tim Sherwood has urged Aston Villa to man up as he labelled their clash with relegation rivals QPR the club's 'biggest game' for years. They host Rangers on Tuesday with Sherwood admitting he does not have the players to grind out results. Victory would move Villa five points clear of the Barclays Premier League drop zone but they will return to the bottom three if QPR, three points behind with a better goal difference, win. And Sherwood underlined the magnitude of the game ahead of the showdown. Tim Sherwood (from left to right), Les Ferdinand and Chris Ramsey during their time at White Hart Lane Sherwood (right) sits on the bench with Tottenham Hotspur staff Ferdinand (centre) and Ramsey (left) Tottenham striker Emmanuel Adebayor celebrates his goal by saluting Sherwood (right) and Ramsey (centre) 'I think this is the biggest game that a lot of these players have ever played for this football club,' he said, with Villa in 17th. 'This is without doubt the biggest game of the season for Villa and possibly one of the biggest in a number of years. 'This is the biggest (of my managerial career).' But the boss believes he must instil a different mentality into his players as he tries to keep them in the top flight. 'We've got different types of players, you look through QPR's side and they've got a lot of players who are men - with a lot of experience in there,' he said. 'We've got a few men in there - but we've got a lot of pretty much icing-on-the-cake players and I'm trying to get that mentality into them to forget about digging out results. It's not what we're cut out to do. 'I haven't identified many players who can't cope with the pressure, but you don't know until they get out there.' Sherwood is without Alan Hutton, Ashley Westwood and Scott Sinclair while Tom Cleverley, Kieran Richardson and Aly Cissokho are doubts. Sherwood faces his friend and former Tottenham assistant, QPR boss Chris Ramsey, for the first time since they both left Spurs last summer. Sherwood and Ramsey forged their friendship at Tottenham and remain close ahead of their showdown The bond between the two remains strong even if Sherwood is blocking Ramsey's mobile phone calls for now Sherwood hinted that if Ramsey's tenure at Loftus Road ends, then he would ask to bring him to Villa Park Ramsey has admitted his job at Rangers could be under threat if they get relegated and, while he admitted Ramsey may prefer to be a manager, Sherwood left the door open for a reunion at Villa. He added: 'If there was ever an opportunity for me to work with him again I would do that. 'I would have to speak to the club about whether we could find a role for him here. 'Listen, I know I am biased - he has been good for me and I have been good for him. But he is up there with the very best coaches I have ever seen.' Ramsey pictured on the touchline during a QPR match as he tries to save the club from relegation Ramsey must put his friendship with Sherwood on ice for the time being as he tries to see off his pal's team Ramsey still lives in Bedfordshire - a short drive from Sherwood's imposing house in Buckinghamshire","tim sherwood has urged aston villa to man up as he labelled their clash with relegation rivals qpr the club 's ' biggest game ' for years . sherwood admitting he does not have the players to grind out results . sherwood is without alan hutton , ashley westwood and scott sinclair while tom cleverley , kieran richardson and aly cissokho are doubts .",1
320,41c910f580ca0ccbb96eddc85f4f8ccfcbdac0d2,s2s,"Tim Sherwood has urged Aston Villa to man up as he labelled their clash with relegation rivals QPR the club's 'biggest game' for years. They host Rangers on Tuesday with Sherwood admitting he does not have the players to grind out results. Victory would move Villa five points clear of the Barclays Premier League drop zone but they will return to the bottom three if QPR, three points behind with a better goal difference, win. And Sherwood underlined the magnitude of the game ahead of the showdown. Tim Sherwood (from left to right), Les Ferdinand and Chris Ramsey during their time at White Hart Lane Sherwood (right) sits on the bench with Tottenham Hotspur staff Ferdinand (centre) and Ramsey (left) Tottenham striker Emmanuel Adebayor celebrates his goal by saluting Sherwood (right) and Ramsey (centre) 'I think this is the biggest game that a lot of these players have ever played for this football club,' he said, with Villa in 17th. 'This is without doubt the biggest game of the season for Villa and possibly one of the biggest in a number of years. 'This is the biggest (of my managerial career).' But the boss believes he must instil a different mentality into his players as he tries to keep them in the top flight. 'We've got different types of players, you look through QPR's side and they've got a lot of players who are men - with a lot of experience in there,' he said. 'We've got a few men in there - but we've got a lot of pretty much icing-on-the-cake players and I'm trying to get that mentality into them to forget about digging out results. It's not what we're cut out to do. 'I haven't identified many players who can't cope with the pressure, but you don't know until they get out there.' Sherwood is without Alan Hutton, Ashley Westwood and Scott Sinclair while Tom Cleverley, Kieran Richardson and Aly Cissokho are doubts. Sherwood faces his friend and former Tottenham assistant, QPR boss Chris Ramsey, for the first time since they both left Spurs last summer. Sherwood and Ramsey forged their friendship at Tottenham and remain close ahead of their showdown The bond between the two remains strong even if Sherwood is blocking Ramsey's mobile phone calls for now Sherwood hinted that if Ramsey's tenure at Loftus Road ends, then he would ask to bring him to Villa Park Ramsey has admitted his job at Rangers could be under threat if they get relegated and, while he admitted Ramsey may prefer to be a manager, Sherwood left the door open for a reunion at Villa. He added: 'If there was ever an opportunity for me to work with him again I would do that. 'I would have to speak to the club about whether we could find a role for him here. 'Listen, I know I am biased - he has been good for me and I have been good for him. But he is up there with the very best coaches I have ever seen.' Ramsey pictured on the touchline during a QPR match as he tries to save the club from relegation Ramsey must put his friendship with Sherwood on ice for the time being as he tries to see off his pal's team Ramsey still lives in Bedfordshire - a short drive from Sherwood's imposing house in Buckinghamshire",aston villa host rangers at the bottom of the premier league on tuesday . tim sherwood 's side will return to bottom three with a better goal difference . aston villa host rangers in the premier league on tuesday .,0
321,4511bb7f000f7781a94fd4ee9acc88b65a984cd6,bart,"John Carver knows only too well that a Tyne-Wear derby can make or break a manager. His first in the dugout was as assistant to Ruud Gullit in August, 1999, when on a sodden night at St James' Park the Dutchman left out Alan Shearer and Duncan Ferguson and paid for his selection with his job after a 2-1 defeat. Carver is now fighting to win the head coach position beyond the end of this season and knows what impact a victory – or a loss – could have on Sunday afternoon. John Carver is relishing the chance to take charge of his hometown club against Sunderland on Sunday Gullit controversially decided not to start star players Duncan Ferguson and Alan Shearer in 1999 Carver was assistant to former Newcastle manager Ruud Gullit who managed the club between 1998 and 1999 His memories of Gullit's downfall remind him of such consequences. 'We were at the old training ground at Durham Cricket Club and I was in the room with Steve Clarke and Ruud,' recalls Carver. 'All of a sudden, he started talking about what the team was going to be against Sunderland. I said, 'Sorry Ruud, what did you say there?'. 'He said he was going to leave out Alan and Duncan. I said, 'Do you know how important this game is?'. 'He said, 'I have played in some massive derbies. I've played in them in Holland and London and I played in the Milan derby too'. 'I said, 'Yeah, but you haven't played in one like this Ruud'. 'And then we just walked out of the room. He seemed set on the fact that was what he was going to do. 'I talked about it being a motivation for the opposition seeing Alan and Duncan on the bench. But he had no concerns whatsoever. 'I actually thought, 'If we don't win it, he's gone'. I said to Steve, 'Is he writing his resignation before the game?'. Gullit's selection gambit did not pay off and Newcastle ended up losing 2-1 to Sunderland at St James' Park 'We actually went 1-0 up but they turned it around and then the heavens opened. It was a dreadful night.' The following morning Shearer went to see Gullit, only Ferguson had beaten him to it, knocking the door off the hinges, legend has it. By the end of the week he had quit. Carver was also by Alan Pardew's side during the last four derby defeats, a factor the former manager admits did him little favours with the Toon Army. In that respect, Carver knows how much a positive result could aid his chances of landing the job on a permanent basis. 'In the eyes of the fans, if you win a derby game, it's massive,' he said. 'I'm not saying everything else is forgotten, but it certainly helps your case. If I come off and it's not been a football match but we win 1-0, I'll be delighted with that. 'We had a good football match last weekend (2-1 defeat at home to Arsenal) and got nothing for it. At the end of the day, it's all about getting the win.' Carver was also assistant manager to Alan Pardew, who lost four successive games against Sunderland",newcastle host sunderland in the tyne-wear derby on sunday . john carver was assistant to ruud gullit during his time at the club . the dutchman controversially left out alan shearer and duncan ferguson . carver is fighting to win the head coach position beyond the end of this season .,0
322,4511bb7f000f7781a94fd4ee9acc88b65a984cd6,bert_sum,"John Carver knows only too well that a Tyne-Wear derby can make or break a manager. His first in the dugout was as assistant to Ruud Gullit in August, 1999, when on a sodden night at St James' Park the Dutchman left out Alan Shearer and Duncan Ferguson and paid for his selection with his job after a 2-1 defeat. Carver is now fighting to win the head coach position beyond the end of this season and knows what impact a victory – or a loss – could have on Sunday afternoon. John Carver is relishing the chance to take charge of his hometown club against Sunderland on Sunday Gullit controversially decided not to start star players Duncan Ferguson and Alan Shearer in 1999 Carver was assistant to former Newcastle manager Ruud Gullit who managed the club between 1998 and 1999 His memories of Gullit's downfall remind him of such consequences. 'We were at the old training ground at Durham Cricket Club and I was in the room with Steve Clarke and Ruud,' recalls Carver. 'All of a sudden, he started talking about what the team was going to be against Sunderland. I said, 'Sorry Ruud, what did you say there?'. 'He said he was going to leave out Alan and Duncan. I said, 'Do you know how important this game is?'. 'He said, 'I have played in some massive derbies. I've played in them in Holland and London and I played in the Milan derby too'. 'I said, 'Yeah, but you haven't played in one like this Ruud'. 'And then we just walked out of the room. He seemed set on the fact that was what he was going to do. 'I talked about it being a motivation for the opposition seeing Alan and Duncan on the bench. But he had no concerns whatsoever. 'I actually thought, 'If we don't win it, he's gone'. I said to Steve, 'Is he writing his resignation before the game?'. Gullit's selection gambit did not pay off and Newcastle ended up losing 2-1 to Sunderland at St James' Park 'We actually went 1-0 up but they turned it around and then the heavens opened. It was a dreadful night.' The following morning Shearer went to see Gullit, only Ferguson had beaten him to it, knocking the door off the hinges, legend has it. By the end of the week he had quit. Carver was also by Alan Pardew's side during the last four derby defeats, a factor the former manager admits did him little favours with the Toon Army. In that respect, Carver knows how much a positive result could aid his chances of landing the job on a permanent basis. 'In the eyes of the fans, if you win a derby game, it's massive,' he said. 'I'm not saying everything else is forgotten, but it certainly helps your case. If I come off and it's not been a football match but we win 1-0, I'll be delighted with that. 'We had a good football match last weekend (2-1 defeat at home to Arsenal) and got nothing for it. At the end of the day, it's all about getting the win.' Carver was also assistant manager to Alan Pardew, who lost four successive games against Sunderland",john carver was assistant to ruud gullit when he left out alan shearer and duncan ferguson . gullit controversially decided not to start star players duncan ferguson and alan shearer in 1999 . carver is now fighting to win the head coach position beyond the end of this season .,1
323,4511bb7f000f7781a94fd4ee9acc88b65a984cd6,bus,"John Carver knows only too well that a Tyne-Wear derby can make or break a manager. His first in the dugout was as assistant to Ruud Gullit in August, 1999, when on a sodden night at St James' Park the Dutchman left out Alan Shearer and Duncan Ferguson and paid for his selection with his job after a 2-1 defeat. Carver is now fighting to win the head coach position beyond the end of this season and knows what impact a victory – or a loss – could have on Sunday afternoon. John Carver is relishing the chance to take charge of his hometown club against Sunderland on Sunday Gullit controversially decided not to start star players Duncan Ferguson and Alan Shearer in 1999 Carver was assistant to former Newcastle manager Ruud Gullit who managed the club between 1998 and 1999 His memories of Gullit's downfall remind him of such consequences. 'We were at the old training ground at Durham Cricket Club and I was in the room with Steve Clarke and Ruud,' recalls Carver. 'All of a sudden, he started talking about what the team was going to be against Sunderland. I said, 'Sorry Ruud, what did you say there?'. 'He said he was going to leave out Alan and Duncan. I said, 'Do you know how important this game is?'. 'He said, 'I have played in some massive derbies. I've played in them in Holland and London and I played in the Milan derby too'. 'I said, 'Yeah, but you haven't played in one like this Ruud'. 'And then we just walked out of the room. He seemed set on the fact that was what he was going to do. 'I talked about it being a motivation for the opposition seeing Alan and Duncan on the bench. But he had no concerns whatsoever. 'I actually thought, 'If we don't win it, he's gone'. I said to Steve, 'Is he writing his resignation before the game?'. Gullit's selection gambit did not pay off and Newcastle ended up losing 2-1 to Sunderland at St James' Park 'We actually went 1-0 up but they turned it around and then the heavens opened. It was a dreadful night.' The following morning Shearer went to see Gullit, only Ferguson had beaten him to it, knocking the door off the hinges, legend has it. By the end of the week he had quit. Carver was also by Alan Pardew's side during the last four derby defeats, a factor the former manager admits did him little favours with the Toon Army. In that respect, Carver knows how much a positive result could aid his chances of landing the job on a permanent basis. 'In the eyes of the fans, if you win a derby game, it's massive,' he said. 'I'm not saying everything else is forgotten, but it certainly helps your case. If I come off and it's not been a football match but we win 1-0, I'll be delighted with that. 'We had a good football match last weekend (2-1 defeat at home to Arsenal) and got nothing for it. At the end of the day, it's all about getting the win.' Carver was also assistant manager to Alan Pardew, who lost four successive games against Sunderland",john carver decided not to start star players duncan ferguson and alan shearer in 1999 . his first in the dugout was as assistant to ruud gullit in august . gullit was assistant to former newcastle manager ruud gullit .,0
